user_id,session_start_dttm
99346,2024-01-02 12:02:47
93342,2024-01-02 12:08:06
97081,2024-01-02 12:24:25
30395,2024-01-02 12:51:03
64361,2024-01-02 12:51:16
11835,2024-01-02 12:53:34
26116,2024-01-02 13:00:20
22766,2024-01-02 13:01:55
42610,2024-01-02 13:15:34
23024,2024-01-02 13:31:40
59627,2024-01-02 13:45:09
85427,2024-01-02 13:46:21
35019,2024-01-02 13:48:37
66545,2024-01-02 13:51:52
37992,2024-01-02 13:59:39
59627,2024-01-02 14:14:23
32286,2024-01-02 14:24:37
33072,2024-01-02 14:28:57
76701,2024-01-02 14:39:40
26116,2024-01-02 14:44:36
56955,2024-01-02 14:48:43
76832,2024-01-02 14:59:45
88066,2024-01-02 15:01:22
73479,2024-01-02 15:02:26
83157,2024-01-02 15:05:22
5878,2024-01-02 15:18:15
9286,2024-01-02 15:31:19
48519,2024-01-02 15:40:09
64811,2024-01-02 16:14:30
28801,2024-01-02 16:15:19
57047,2024-01-02 16:16:22
21518,2024-01-02 16:52:49
91401,2024-01-02 16:54:13
36279,2024-01-02 17:01:15
20577,2024-01-02 17:21:27
41237,2024-01-02 18:37:54
9040,2024-01-02 19:24:39
14777,2024-01-02 19:29:09
43578,2024-01-02 19:50:28
3396,2024-01-02 19:53:20
61560,2024-01-02 20:03:51
49155,2024-01-02 20:06:55
44592,2024-01-02 20:07:52
59194,2024-01-02 20:17:15
29831,2024-01-02 20:22:04
94151,2024-01-02 20:26:20
17663,2024-01-02 20:36:09
36835,2024-01-02 20:45:06
71962,2024-01-02 21:16:03
55359,2024-01-02 21:47:09
17321,2024-01-02 21:50:02
52784,2024-01-02 22:03:34
77042,2024-01-02 22:08:53
35486,2024-01-02 22:23:10
75582,2024-01-02 22:47:56
65977,2024-01-02 23:01:52
87977,2024-01-02 23:03:12
79042,2024-01-02 23:09:04
94151,2024-01-02 23:13:35
69084,2024-01-02 23:19:17
49070,2024-01-02 23:28:58
69216,2024-01-02 23:38:38
29395,2024-01-02 23:40:16
68578,2024-01-02 23:49:03
29905,2024-01-03 00:54:11
47552,2024-01-03 01:04:34
86354,2024-01-03 01:52:10
33835,2024-01-03 02:06:30
99795,2024-01-03 02:24:49
2104,2024-01-03 02:25:16
72842,2024-01-03 03:05:37
25745,2024-01-03 03:14:10
95953,2024-01-03 03:36:31
1810,2024-01-03 03:50:41
28590,2024-01-03 04:11:25
25617,2024-01-03 04:37:33
34608,2024-01-03 04:59:25
49049,2024-01-03 05:00:57
97137,2024-01-03 05:08:40
96079,2024-01-03 05:11:31
93640,2024-01-03 06:25:30
42405,2024-01-03 06:26:00
67542,2024-01-03 06:27:26
11228,2024-01-03 07:43:00
89948,2024-01-03 08:19:22
55003,2024-01-03 08:29:50
76832,2024-01-03 08:44:49
72360,2024-01-03 09:01:56
94060,2024-01-03 09:04:35
17892,2024-01-03 09:10:32
15407,2024-01-03 09:15:54
49056,2024-01-03 09:22:14
29314,2024-01-03 09:25:22
21365,2024-01-03 09:54:25
67053,2024-01-03 10:00:58
90603,2024-01-03 10:04:40
38747,2024-01-03 10:06:43
18575,2024-01-03 10:20:30
26969,2024-01-03 10:40:51
9040,2024-01-03 10:46:00
19012,2024-01-03 10:55:33
73735,2024-01-03 11:23:54
58547,2024-01-03 11:31:14
12033,2024-01-03 11:34:03
85564,2024-01-03 11:37:26
61718,2024-01-03 12:03:16
53778,2024-01-03 12:05:13
64775,2024-01-03 12:12:13
81481,2024-01-03 12:20:23
78553,2024-01-03 12:40:47
12332,2024-01-03 12:42:50
45814,2024-01-03 12:51:13
13085,2024-01-03 13:08:26
13398,2024-01-03 13:11:36
94074,2024-01-03 13:33:11
95653,2024-01-03 13:39:49
66571,2024-01-03 13:52:19
12332,2024-01-03 13:55:36
80944,2024-01-03 14:19:42
58194,2024-01-03 14:36:48
45814,2024-01-03 14:38:45
18692,2024-01-03 14:42:51
23024,2024-01-03 14:46:46
79469,2024-01-03 14:49:24
79748,2024-01-03 15:10:01
59152,2024-01-03 15:42:01
12361,2024-01-03 16:01:43
93439,2024-01-03 16:06:33
27527,2024-01-03 16:10:08
59406,2024-01-03 16:11:02
8135,2024-01-03 16:23:47
5755,2024-01-03 16:26:13
53005,2024-01-03 16:33:40
97418,2024-01-03 17:02:35
20609,2024-01-03 17:08:35
31636,2024-01-03 17:09:01
17726,2024-01-03 17:11:04
5206,2024-01-03 17:48:26
20189,2024-01-03 17:58:25
68479,2024-01-03 18:00:26
96483,2024-01-03 18:19:47
74156,2024-01-03 18:29:24
48922,2024-01-03 19:24:10
34704,2024-01-03 19:40:20
12096,2024-01-03 19:45:47
66008,2024-01-03 20:09:58
15407,2024-01-03 20:29:22
9364,2024-01-03 20:42:23
75569,2024-01-03 21:00:53
79748,2024-01-03 21:17:03
46381,2024-01-03 21:21:16
97081,2024-01-03 21:27:22
44277,2024-01-03 21:30:24
63707,2024-01-03 21:32:59
1152,2024-01-03 21:34:29
77985,2024-01-03 21:43:10
32968,2024-01-03 21:55:28
14295,2024-01-03 22:03:01
20609,2024-01-03 22:05:45
72842,2024-01-03 22:14:07
10445,2024-01-03 22:16:08
9844,2024-01-03 22:31:43
30901,2024-01-03 22:33:45
42035,2024-01-03 22:36:46
54166,2024-01-03 22:48:08
26504,2024-01-03 22:49:34
16665,2024-01-03 23:05:49
513,2024-01-03 23:16:54
54019,2024-01-03 23:51:08
90790,2024-01-03 23:54:40
1876,2024-01-03 23:55:30
48922,2024-01-04 00:59:34
84104,2024-01-04 01:03:58
86746,2024-01-04 01:35:59
16994,2024-01-04 01:53:42
93156,2024-01-04 01:56:16
52393,2024-01-04 02:37:14
69737,2024-01-04 02:54:52
11368,2024-01-04 02:57:40
93156,2024-01-04 03:41:47
59290,2024-01-04 03:54:06
83667,2024-01-04 04:28:14
45817,2024-01-04 05:49:55
79791,2024-01-04 06:00:41
5528,2024-01-04 06:12:11
17321,2024-01-04 07:18:43
58419,2024-01-04 07:22:15
83294,2024-01-04 08:26:19
25743,2024-01-04 08:30:39
10169,2024-01-04 08:33:56
41040,2024-01-04 08:48:05
25617,2024-01-04 08:53:47
51418,2024-01-04 08:55:05
91840,2024-01-04 08:57:49
26911,2024-01-04 09:02:38
73615,2024-01-04 09:06:40
25580,2024-01-04 09:08:29
25931,2024-01-04 09:22:29
23911,2024-01-04 09:38:34
24726,2024-01-04 09:58:25
55539,2024-01-04 10:04:15
2029,2024-01-04 10:06:36
15182,2024-01-04 10:30:04
48650,2024-01-04 10:30:18
64198,2024-01-04 10:31:05
24887,2024-01-04 10:32:01
38690,2024-01-04 10:40:56
77985,2024-01-04 10:52:14
40350,2024-01-04 11:10:26
81481,2024-01-04 11:41:59
78472,2024-01-04 11:42:22
94994,2024-01-04 11:43:24
35049,2024-01-04 12:17:17
13931,2024-01-04 12:41:33
44277,2024-01-04 12:44:29
91465,2024-01-04 13:13:18
24556,2024-01-04 13:13:42
76852,2024-01-04 13:21:07
74023,2024-01-04 13:21:36
43618,2024-01-04 13:43:10
58928,2024-01-04 14:17:21
20987,2024-01-04 14:27:27
95402,2024-01-04 14:27:29
49805,2024-01-04 15:08:47
93693,2024-01-04 15:21:27
77472,2024-01-04 15:33:04
38606,2024-01-04 15:40:31
49714,2024-01-04 15:45:15
78343,2024-01-04 15:47:14
53778,2024-01-04 15:53:23
6787,2024-01-04 16:18:58
86585,2024-01-04 16:19:22
69035,2024-01-04 16:19:52
40698,2024-01-04 16:24:01
32611,2024-01-04 17:31:33
45755,2024-01-04 17:40:54
40350,2024-01-04 17:42:28
79042,2024-01-04 17:48:08
20676,2024-01-04 18:07:26
45107,2024-01-04 18:37:15
45817,2024-01-04 18:41:00
64910,2024-01-04 18:55:55
83667,2024-01-04 19:15:22
29905,2024-01-04 19:51:26
87029,2024-01-04 20:28:57
51987,2024-01-04 20:31:26
199,2024-01-04 20:43:55
46747,2024-01-04 20:56:52
91071,2024-01-04 21:01:53
12525,2024-01-04 21:14:48
24887,2024-01-04 21:20:09
35366,2024-01-04 21:30:31
21919,2024-01-04 21:35:33
56955,2024-01-04 21:51:34
35366,2024-01-04 21:53:46
20577,2024-01-04 21:54:38
1235,2024-01-04 22:04:40
60574,2024-01-04 22:17:25
88997,2024-01-04 22:29:04
72028,2024-01-04 22:44:22
5206,2024-01-04 22:52:33
36835,2024-01-04 22:59:16
73659,2024-01-04 23:01:25
93439,2024-01-04 23:11:28
22821,2024-01-04 23:15:48
10395,2024-01-04 23:18:07
60382,2024-01-04 23:28:10
80021,2024-01-04 23:39:56
54166,2024-01-05 00:42:23
59494,2024-01-05 00:52:46
66706,2024-01-05 01:32:19
99792,2024-01-05 01:41:42
53780,2024-01-05 01:46:13
13464,2024-01-05 02:12:16
61560,2024-01-05 03:08:08
41237,2024-01-05 03:20:05
33608,2024-01-05 04:03:35
64183,2024-01-05 04:06:18
26112,2024-01-05 04:32:35
91840,2024-01-05 04:36:20
84100,2024-01-05 04:36:57
9838,2024-01-05 04:45:53
59494,2024-01-05 05:02:51
89532,2024-01-05 05:15:08
61508,2024-01-05 05:15:29
21203,2024-01-05 05:57:50
9557,2024-01-05 05:59:17
74635,2024-01-05 06:08:44
50540,2024-01-05 06:14:44
98840,2024-01-05 06:17:20
96797,2024-01-05 06:39:27
1565,2024-01-05 06:55:37
25661,2024-01-05 07:27:14
58372,2024-01-05 07:34:32
1498,2024-01-05 07:46:22
31786,2024-01-05 08:14:36
30901,2024-01-05 08:20:37
99795,2024-01-05 08:20:44
98073,2024-01-05 08:33:05
21919,2024-01-05 08:40:30
8969,2024-01-05 08:43:52
4247,2024-01-05 08:53:37
65308,2024-01-05 08:54:56
26911,2024-01-05 09:16:41
92533,2024-01-05 09:34:35
67810,2024-01-05 09:36:53
77347,2024-01-05 09:53:56
52784,2024-01-05 10:16:20
59508,2024-01-05 10:22:34
1876,2024-01-05 10:25:14
68596,2024-01-05 10:29:10
34948,2024-01-05 10:38:27
5285,2024-01-05 10:59:03
21203,2024-01-05 11:03:47
10948,2024-01-05 11:10:55
34382,2024-01-05 11:22:22
62936,2024-01-05 11:27:50
52705,2024-01-05 11:36:16
73974,2024-01-05 11:55:06
10445,2024-01-05 12:23:53
87184,2024-01-05 12:31:02
44709,2024-01-05 12:42:52
77985,2024-01-05 12:55:33
15135,2024-01-05 13:04:12
28737,2024-01-05 13:08:48
75569,2024-01-05 13:11:32
66726,2024-01-05 13:42:49
15906,2024-01-05 15:07:54
15382,2024-01-05 15:09:05
76358,2024-01-05 15:27:23
99888,2024-01-05 15:30:13
19492,2024-01-05 15:35:15
26969,2024-01-05 15:38:55
54643,2024-01-05 15:41:12
20786,2024-01-05 15:46:27
22764,2024-01-05 16:12:51
5986,2024-01-05 16:25:36
59492,2024-01-05 16:25:39
50170,2024-01-05 16:32:14
99955,2024-01-05 16:57:40
10445,2024-01-05 17:04:36
53473,2024-01-05 17:08:53
52070,2024-01-05 17:23:00
94658,2024-01-05 17:45:56
80145,2024-01-05 17:54:18
48421,2024-01-05 17:58:35
45893,2024-01-05 18:03:18
33893,2024-01-05 18:03:38
94078,2024-01-05 18:12:20
64274,2024-01-05 18:26:01
65977,2024-01-05 18:33:03
52492,2024-01-05 18:54:14
76200,2024-01-05 19:06:21
68275,2024-01-05 19:40:21
73073,2024-01-05 19:49:06
1876,2024-01-05 19:57:57
91401,2024-01-05 19:58:13
66706,2024-01-05 20:00:06
67129,2024-01-05 20:03:50
58209,2024-01-05 20:11:22
2267,2024-01-05 20:13:10
16994,2024-01-05 20:24:58
20987,2024-01-05 20:25:03
48533,2024-01-05 21:39:45
9557,2024-01-05 21:44:09
55003,2024-01-05 21:49:34
24726,2024-01-05 22:01:44
99755,2024-01-05 22:07:56
87072,2024-01-05 22:08:14
150,2024-01-05 23:02:49
78119,2024-01-05 23:09:53
17743,2024-01-05 23:24:39
30395,2024-01-05 23:31:45
40311,2024-01-05 23:40:08
85420,2024-01-05 23:41:46
68395,2024-01-06 00:04:04
64339,2024-01-06 00:09:12
56258,2024-01-06 01:07:41
74156,2024-01-06 01:14:08
83667,2024-01-06 01:18:52
80759,2024-01-06 01:31:33
14320,2024-01-06 01:37:37
69134,2024-01-06 02:40:00
94505,2024-01-06 03:04:54
39777,2024-01-06 03:19:21
18575,2024-01-06 03:21:22
14008,2024-01-06 04:14:49
89249,2024-01-06 04:25:36
11331,2024-01-06 05:00:30
15110,2024-01-06 05:05:26
20987,2024-01-06 05:46:16
40725,2024-01-06 05:48:19
12034,2024-01-06 05:59:43
83294,2024-01-06 06:00:28
8310,2024-01-06 06:33:08
15401,2024-01-06 06:37:43
21886,2024-01-06 06:52:40
6659,2024-01-06 07:05:25
94151,2024-01-06 07:22:45
49852,2024-01-06 07:44:44
38929,2024-01-06 08:54:09
59194,2024-01-06 09:11:13
79748,2024-01-06 09:35:05
4780,2024-01-06 09:47:36
96483,2024-01-06 09:48:20
73974,2024-01-06 09:53:51
65930,2024-01-06 10:02:34
45817,2024-01-06 10:05:30
56926,2024-01-06 10:22:30
81925,2024-01-06 10:23:18
53854,2024-01-06 10:26:32
91576,2024-01-06 10:33:30
43578,2024-01-06 10:58:38
5755,2024-01-06 11:00:28
24556,2024-01-06 11:00:50
53005,2024-01-06 11:12:06
49643,2024-01-06 11:39:06
36279,2024-01-06 12:06:41
86102,2024-01-06 12:18:12
16665,2024-01-06 12:41:34
69879,2024-01-06 12:47:57
32474,2024-01-06 12:50:25
32611,2024-01-06 13:19:49
21761,2024-01-06 13:21:54
65276,2024-01-06 13:30:40
82458,2024-01-06 13:42:37
94505,2024-01-06 13:47:04
73264,2024-01-06 13:54:32
51418,2024-01-06 14:02:40
97436,2024-01-06 14:06:03
54019,2024-01-06 14:21:07
53919,2024-01-06 14:32:39
64361,2024-01-06 14:34:02
56926,2024-01-06 14:42:34
68589,2024-01-06 14:43:23
53147,2024-01-06 14:49:34
26504,2024-01-06 15:08:48
43743,2024-01-06 15:59:07
73479,2024-01-06 16:09:47
2954,2024-01-06 16:12:23
67542,2024-01-06 17:11:38
624,2024-01-06 17:22:42
12498,2024-01-06 18:57:48
87218,2024-01-06 19:47:59
96064,2024-01-06 19:53:41
63509,2024-01-06 19:57:52
9838,2024-01-06 20:03:16
9844,2024-01-06 20:08:23
20374,2024-01-06 20:27:42
20495,2024-01-06 20:35:43
87218,2024-01-06 20:46:22
96006,2024-01-06 20:50:43
80944,2024-01-06 21:04:58
72718,2024-01-06 21:06:41
79791,2024-01-06 21:06:47
31786,2024-01-06 21:17:38
9136,2024-01-06 21:32:48
61586,2024-01-06 21:42:23
84809,2024-01-06 21:56:59
18575,2024-01-06 22:11:35
19952,2024-01-06 22:12:42
79791,2024-01-06 22:24:04
78264,2024-01-06 22:39:33
79794,2024-01-06 22:51:29
71243,2024-01-06 23:05:17
23024,2024-01-06 23:23:32
94797,2024-01-06 23:27:53
29472,2024-01-06 23:34:38
20248,2024-01-06 23:50:52
79748,2024-01-07 00:10:48
33244,2024-01-07 01:15:25
25455,2024-01-07 01:24:57
45814,2024-01-07 02:43:31
34259,2024-01-07 03:24:12
79713,2024-01-07 03:40:24
91723,2024-01-07 03:41:48
26623,2024-01-07 04:17:36
98385,2024-01-07 04:29:54
20248,2024-01-07 05:08:27
89948,2024-01-07 05:12:09
47552,2024-01-07 05:42:25
16602,2024-01-07 05:47:02
95739,2024-01-07 05:54:39
47170,2024-01-07 05:58:16
23059,2024-01-07 06:09:25
17109,2024-01-07 06:55:02
36884,2024-01-07 06:55:31
36443,2024-01-07 06:57:20
16473,2024-01-07 07:07:34
11489,2024-01-07 07:41:35
10271,2024-01-07 08:09:25
45893,2024-01-07 08:15:24
89257,2024-01-07 08:27:19
46967,2024-01-07 08:45:31
84523,2024-01-07 08:49:35
11419,2024-01-07 08:58:27
4247,2024-01-07 09:23:33
76237,2024-01-07 09:25:19
12102,2024-01-07 09:27:11
97089,2024-01-07 09:36:33
39412,2024-01-07 10:04:38
16802,2024-01-07 10:06:39
8135,2024-01-07 10:16:10
5473,2024-01-07 10:26:46
30871,2024-01-07 10:35:03
79093,2024-01-07 10:59:04
26046,2024-01-07 11:03:00
70655,2024-01-07 11:10:17
45755,2024-01-07 11:29:21
13067,2024-01-07 11:31:09
45893,2024-01-07 11:37:31
20676,2024-01-07 11:39:57
23604,2024-01-07 11:45:30
71215,2024-01-07 12:17:45
12463,2024-01-07 12:35:28
96483,2024-01-07 12:43:52
34976,2024-01-07 12:50:02
91572,2024-01-07 13:01:57
52055,2024-01-07 13:02:08
31446,2024-01-07 13:07:16
49643,2024-01-07 13:24:23
83312,2024-01-07 13:46:14
23304,2024-01-07 13:47:26
5285,2024-01-07 13:52:00
36903,2024-01-07 14:13:19
20786,2024-01-07 14:14:00
76237,2024-01-07 14:14:43
76701,2024-01-07 14:19:32
32968,2024-01-07 14:19:55
68778,2024-01-07 14:22:41
48519,2024-01-07 14:24:12
90876,2024-01-07 14:49:40
92683,2024-01-07 14:56:20
87864,2024-01-07 15:32:45
44875,2024-01-07 15:33:42
396,2024-01-07 15:53:59
32286,2024-01-07 15:56:59
16345,2024-01-07 16:05:01
9286,2024-01-07 16:08:03
65202,2024-01-07 16:39:02
9728,2024-01-07 16:42:04
11489,2024-01-07 16:51:36
35019,2024-01-07 16:55:22
9844,2024-01-07 16:57:58
11228,2024-01-07 17:02:30
22790,2024-01-07 17:04:27
47420,2024-01-07 17:11:50
53465,2024-01-07 17:11:57
26807,2024-01-07 17:14:08
56763,2024-01-07 17:17:43
79791,2024-01-07 17:41:46
26550,2024-01-07 17:52:16
13858,2024-01-07 17:53:14
77775,2024-01-07 18:01:09
25586,2024-01-07 18:22:25
60174,2024-01-07 18:32:01
67499,2024-01-07 18:39:54
82234,2024-01-07 18:42:47
57094,2024-01-07 18:56:39
88066,2024-01-07 19:04:35
27503,2024-01-07 19:17:13
10445,2024-01-07 19:28:54
17109,2024-01-07 19:29:06
76832,2024-01-07 19:43:51
85970,2024-01-07 19:49:52
28323,2024-01-07 19:55:40
53473,2024-01-07 19:59:24
9025,2024-01-07 20:09:16
43889,2024-01-07 20:29:17
26550,2024-01-07 20:32:41
75970,2024-01-07 20:33:32
89256,2024-01-07 20:48:40
37377,2024-01-07 20:49:38
19952,2024-01-07 20:54:49
75380,2024-01-07 21:01:45
93439,2024-01-07 21:32:49
25586,2024-01-07 22:07:49
5763,2024-01-07 22:08:34
28436,2024-01-07 22:20:21
24556,2024-01-07 22:43:25
72446,2024-01-07 22:50:59
30439,2024-01-07 23:16:13
9844,2024-01-07 23:16:15
85970,2024-01-07 23:16:15
29627,2024-01-07 23:23:54
10395,2024-01-07 23:24:25
5473,2024-01-07 23:35:18
50615,2024-01-08 00:05:35
49070,2024-01-08 00:53:33
40240,2024-01-08 00:59:35
53875,2024-01-08 01:44:14
49317,2024-01-08 02:23:42
26307,2024-01-08 02:30:27
21203,2024-01-08 02:33:44
21203,2024-01-08 02:37:46
21761,2024-01-08 02:58:20
65202,2024-01-08 03:14:56
87214,2024-01-08 03:21:39
26969,2024-01-08 04:25:19
94060,2024-01-08 05:25:19
30360,2024-01-08 06:10:30
2332,2024-01-08 07:36:13
42045,2024-01-08 07:37:03
15961,2024-01-08 07:53:46
23059,2024-01-08 08:09:16
86913,2024-01-08 08:32:30
42858,2024-01-08 08:36:07
83294,2024-01-08 08:44:29
9922,2024-01-08 08:51:48
80944,2024-01-08 09:25:11
77848,2024-01-08 09:48:25
4144,2024-01-08 10:03:11
26911,2024-01-08 10:14:42
61339,2024-01-08 10:52:10
46747,2024-01-08 11:08:58
48650,2024-01-08 11:32:41
67179,2024-01-08 11:37:43
83485,2024-01-08 12:01:22
33835,2024-01-08 13:17:29
12033,2024-01-08 13:20:13
44035,2024-01-08 13:21:00
26112,2024-01-08 13:21:01
66056,2024-01-08 13:46:30
97856,2024-01-08 13:54:28
8969,2024-01-08 13:54:56
36072,2024-01-08 14:08:46
52055,2024-01-08 14:10:46
36910,2024-01-08 14:11:36
77042,2024-01-08 14:38:17
44875,2024-01-08 14:50:16
81447,2024-01-08 14:56:57
97581,2024-01-08 15:00:33
89424,2024-01-08 15:25:38
16345,2024-01-08 15:29:41
83157,2024-01-08 15:31:50
16602,2024-01-08 16:15:04
13398,2024-01-08 16:15:34
20495,2024-01-08 16:25:05
98371,2024-01-08 17:09:17
48026,2024-01-08 17:10:35
2433,2024-01-08 18:17:31
21203,2024-01-08 18:22:14
42035,2024-01-08 18:27:53
43889,2024-01-08 18:31:32
23292,2024-01-08 18:45:17
51987,2024-01-08 18:52:47
8310,2024-01-08 18:54:47
61835,2024-01-08 19:06:45
59508,2024-01-08 19:12:16
64274,2024-01-08 19:28:11
74792,2024-01-08 19:31:21
13757,2024-01-08 19:37:05
25931,2024-01-08 19:37:56
15460,2024-01-08 20:57:56
21384,2024-01-08 20:59:48
88905,2024-01-08 21:05:48
940,2024-01-08 21:12:48
59194,2024-01-08 21:40:51
4783,2024-01-08 21:47:10
5285,2024-01-08 21:47:34
67702,2024-01-08 22:24:53
32286,2024-01-08 22:24:55
4966,2024-01-08 22:27:13
54230,2024-01-08 22:33:32
16994,2024-01-08 22:33:59
97035,2024-01-08 22:40:01
92559,2024-01-08 22:40:31
36112,2024-01-08 22:56:05
34259,2024-01-08 22:56:24
82458,2024-01-09 00:00:46
15961,2024-01-09 00:15:45
67308,2024-01-09 00:53:15
85564,2024-01-09 00:56:33
13757,2024-01-09 01:14:57
18120,2024-01-09 01:47:03
62820,2024-01-09 02:29:28
38606,2024-01-09 03:21:54
32611,2024-01-09 03:48:17
49070,2024-01-09 04:33:20
83538,2024-01-09 04:38:37
11606,2024-01-09 04:55:19
52055,2024-01-09 05:29:20
82447,2024-01-09 05:34:17
54647,2024-01-09 06:45:35
49805,2024-01-09 06:51:44
82728,2024-01-09 07:33:33
6593,2024-01-09 07:57:23
39496,2024-01-09 08:17:25
53780,2024-01-09 08:18:26
53465,2024-01-09 08:21:47
32968,2024-01-09 08:25:10
2029,2024-01-09 09:12:23
29709,2024-01-09 09:25:49
83214,2024-01-09 09:47:22
47014,2024-01-09 09:51:20
87064,2024-01-09 09:53:54
42610,2024-01-09 10:22:09
15214,2024-01-09 10:24:20
64959,2024-01-09 10:27:58
11686,2024-01-09 10:54:39
94658,2024-01-09 11:00:18
74156,2024-01-09 11:02:38
68611,2024-01-09 11:03:36
96681,2024-01-09 11:05:27
46381,2024-01-09 11:19:02
92533,2024-01-09 11:41:47
68395,2024-01-09 11:50:01
86428,2024-01-09 11:54:34
20786,2024-01-09 12:03:28
55113,2024-01-09 12:10:10
