user_id,session_start_dttm,registered_dttm,satisfaction_test_bucket,satisfaction_metric,device,purchase_amount_rub
30079,2024-04-01 19:27:32,2024-03-03 11:20:28,,,desktop,563
46921,2024-04-01 19:37:03,2024-03-17 12:46:52,,,android,0
52207,2024-04-01 19:47:27,2023-09-14 11:31:15,,,ios,469
15256,2024-04-01 20:09:29,2024-01-24 19:58:48,,,desktop,498
70680,2024-04-01 20:10:14,2024-02-27 13:19:21,,,ios,0
49968,2024-04-01 20:24:56,2024-04-01 20:24:56,,,ios,0
25572,2024-04-01 20:39:53,2023-08-22 23:44:00,,,ios,0
42605,2024-04-01 20:48:49,2024-03-04 15:01:27,,,desktop,0
30170,2024-04-01 21:15:11,2023-10-26 15:32:11,,,android,0
23490,2024-04-01 21:29:25,2024-03-29 09:29:01,,,desktop,0
21057,2024-04-01 21:32:29,2023-07-06 16:26:07,,,android,382
48616,2024-04-01 21:43:11,2024-03-28 15:29:47,,,desktop,0
65450,2024-04-01 21:44:15,2023-12-29 23:12:56,,,desktop,0
13076,2024-04-01 21:52:17,2024-03-24 20:18:01,,,desktop,0
63875,2024-04-01 21:59:39,2023-07-17 23:46:48,,,android,421
02089,2024-04-01 22:36:49,2023-06-22 20:57:36,,,desktop,0
54821,2024-04-01 22:49:50,2024-03-09 07:16:33,,,android,0
73384,2024-04-01 22:50:03,2024-03-18 21:03:15,,,desktop,0
78892,2024-04-01 23:12:28,2023-06-14 07:21:12,,,desktop,0
74846,2024-04-01 23:13:48,2023-08-27 23:06:09,,,android,0
95624,2024-04-01 23:15:25,2023-09-23 10:29:33,,,desktop,396
90244,2024-04-01 23:20:08,2023-06-04 10:46:59,,,android,0
40737,2024-04-01 23:31:39,2023-10-17 12:25:05,,,android,475
48264,2024-04-01 23:35:18,2023-09-07 11:45:55,,,android,422
03764,2024-04-01 23:42:43,2023-07-15 21:30:44,,,desktop,0
89881,2024-04-01 23:47:42,2024-04-01 23:47:42,,,desktop,525
51447,2024-04-01 23:56:03,2023-08-19 03:56:46,,,desktop,445
32491,2024-04-01 23:56:45,2024-03-30 13:05:35,,,android,413
84062,2024-04-02 00:09:04,2023-08-24 03:40:25,,,desktop,0
73726,2024-04-02 00:29:45,2024-03-07 23:32:41,,,desktop,645
40993,2024-04-02 00:42:22,2024-03-28 05:07:09,,,desktop,754
03504,2024-04-02 00:46:47,2023-10-08 09:16:25,,,desktop,494
79400,2024-04-02 01:10:46,2024-02-28 19:18:20,,,ios,0
01425,2024-04-02 01:48:22,2023-07-15 10:22:17,,,desktop,407
54519,2024-04-02 02:00:52,2023-08-14 01:59:42,,,ios,536
40534,2024-04-02 02:06:05,2023-10-13 06:17:36,,,android,0
42750,2024-04-02 02:27:11,2024-03-11 22:08:39,,,desktop,0
43787,2024-04-02 02:37:19,2024-04-02 02:37:19,,,ios,0
22731,2024-04-02 02:46:00,2024-02-27 17:43:33,,,desktop,438
31410,2024-04-02 03:24:05,2023-09-13 23:19:06,,,android,396
64324,2024-04-02 03:24:08,2024-03-31 08:16:42,,,desktop,0
73576,2024-04-02 03:39:28,2023-09-06 05:32:51,,,desktop,652
52333,2024-04-02 03:40:01,2024-03-18 03:28:49,,,android,0
70243,2024-04-02 04:10:44,2023-12-01 05:22:04,,,ios,621
41032,2024-04-02 04:15:12,2024-03-07 18:36:57,,,desktop,0
09613,2024-04-02 04:28:47,2023-09-06 04:10:41,,,ios,0
35047,2024-04-02 04:37:46,2024-01-15 22:55:57,,,android,0
03671,2024-04-02 04:57:36,2023-07-18 06:20:58,,,desktop,512
66429,2024-04-02 05:20:37,2024-03-29 12:51:15,,,desktop,508
46703,2024-04-02 05:24:35,2023-07-22 06:19:37,,,android,285
67288,2024-04-02 05:29:20,2023-11-28 08:24:43,,,desktop,0
04715,2024-04-02 06:46:26,2024-03-30 16:50:56,,,android,0
63937,2024-04-02 07:02:08,2024-02-08 09:35:29,,,desktop,0
74012,2024-04-02 07:17:04,2024-02-19 20:06:42,,,ios,760
25375,2024-04-02 07:50:26,2023-12-31 21:51:51,,,android,0
19971,2024-04-02 08:11:24,2023-10-17 11:16:02,,,android,398
60275,2024-04-02 08:12:20,2023-12-01 21:22:49,,,desktop,547
76831,2024-04-02 08:19:31,2023-11-27 19:20:35,,,desktop,647
69519,2024-04-02 08:21:13,2024-03-13 17:35:07,,,android,0
08913,2024-04-02 08:35:08,2024-03-25 22:02:06,,,android,307
52214,2024-04-02 08:37:31,2023-08-21 16:06:27,,,desktop,619
15949,2024-04-02 08:42:20,2024-03-27 16:22:27,,,desktop,580
64939,2024-04-02 08:42:54,2023-09-20 12:56:08,,,ios,0
25194,2024-04-02 08:59:38,2023-12-30 06:17:10,,,ios,0
49595,2024-04-02 09:08:37,2023-07-18 07:52:38,,,android,551
85042,2024-04-02 09:18:29,2023-11-16 17:31:09,,,desktop,601
19681,2024-04-02 09:22:24,2024-03-07 11:50:37,,,desktop,751
76722,2024-04-02 09:34:22,2023-10-15 16:14:29,,,android,0
44084,2024-04-02 09:49:57,2023-06-02 08:40:45,,,ios,0
00126,2024-04-02 09:51:02,2023-08-12 11:59:23,,,android,320
56479,2024-04-02 09:56:43,2023-07-19 17:43:44,,,desktop,593
46210,2024-04-02 10:11:28,2023-06-15 21:23:41,,,desktop,0
77306,2024-04-02 10:16:17,2023-12-25 09:17:39,,,ios,0
52657,2024-04-02 10:30:59,2023-06-06 21:57:50,,,ios,0
00839,2024-04-02 10:43:33,2024-03-29 00:58:53,,,ios,0
56347,2024-04-02 10:51:50,2023-06-25 09:44:12,,,desktop,0
46263,2024-04-02 10:52:09,2023-12-22 16:51:00,,,ios,574
87846,2024-04-02 10:52:33,2024-03-15 09:08:38,,,ios,709
80269,2024-04-02 10:53:51,2024-03-08 09:31:20,,,desktop,612
50727,2024-04-02 11:31:38,2023-08-09 22:46:14,,,desktop,522
91837,2024-04-02 11:57:17,2024-02-15 21:55:16,,,android,0
18898,2024-04-02 11:59:18,2023-12-27 16:27:16,,,ios,0
21024,2024-04-02 12:38:15,2023-06-19 03:40:29,,,desktop,0
86804,2024-04-02 12:49:32,2024-03-31 08:25:41,,,android,642
37175,2024-04-02 12:57:51,2023-09-13 14:16:42,,,desktop,0
22869,2024-04-02 13:02:33,2023-08-14 11:13:09,,,android,533
95434,2024-04-02 13:15:46,2023-07-06 13:24:43,,,ios,0
04933,2024-04-02 13:22:02,2023-06-05 03:24:20,,,desktop,591
74854,2024-04-02 13:22:52,2024-03-20 10:01:47,,,ios,0
27677,2024-04-02 13:23:02,2023-08-01 07:49:59,,,desktop,0
94196,2024-04-02 13:38:44,2024-01-24 10:56:35,,,android,0
90280,2024-04-02 13:46:00,2023-11-21 20:11:52,,,ios,0
23653,2024-04-02 13:53:44,2024-04-02 13:53:44,,,ios,0
98845,2024-04-02 13:56:05,2023-06-04 23:45:12,,,android,0
88282,2024-04-02 13:56:41,2023-06-25 17:36:09,,,android,486
70342,2024-04-02 14:05:16,2023-09-24 10:16:23,,,desktop,525
31494,2024-04-02 14:14:38,2023-07-09 10:52:38,,,android,0
86311,2024-04-02 14:19:01,2023-11-04 18:38:50,,,desktop,437
10459,2024-04-02 14:50:37,2024-03-06 01:53:20,,,desktop,0
66607,2024-04-02 14:51:31,2024-04-02 14:51:31,,,android,0
67520,2024-04-02 14:51:32,2023-09-11 17:46:07,,,desktop,0
92641,2024-04-02 14:52:15,2023-12-14 02:46:46,,,android,0
75123,2024-04-02 14:58:16,2024-03-13 09:22:36,,,desktop,0
23414,2024-04-02 15:03:39,2023-09-04 12:13:22,,,desktop,541
14769,2024-04-02 15:07:50,2023-08-10 15:53:29,,,android,0
62446,2024-04-02 15:08:06,2024-02-22 14:14:21,,,desktop,593
11511,2024-04-02 15:18:12,2024-03-15 16:06:13,,,android,0
23653,2024-04-02 15:21:03,2024-04-02 13:53:44,,,desktop,435
47258,2024-04-02 15:22:45,2024-04-02 15:22:45,,,android,460
51061,2024-04-02 15:26:43,2024-02-16 09:19:17,,,android,0
96744,2024-04-02 15:34:59,2024-03-24 21:06:26,,,ios,0
88282,2024-04-02 15:36:06,2023-06-25 17:36:09,,,ios,0
01819,2024-04-02 15:44:29,2024-04-02 15:44:29,,,desktop,351
12557,2024-04-02 15:45:48,2024-04-02 15:45:48,,,desktop,0
19888,2024-04-02 15:52:40,2023-06-29 11:43:21,,,android,464
54013,2024-04-02 15:55:20,2023-11-10 18:55:50,,,android,0
69365,2024-04-02 15:56:20,2023-11-07 03:21:14,,,android,0
37499,2024-04-02 15:58:30,2024-03-26 18:30:39,,,ios,567
40131,2024-04-02 16:05:19,2024-03-31 22:29:13,,,desktop,501
18428,2024-04-02 16:17:18,2024-01-16 15:35:27,,,desktop,0
67367,2024-04-02 16:20:20,2023-06-22 03:03:46,,,desktop,0
70265,2024-04-02 16:20:23,2023-11-08 04:47:12,,,desktop,360
61286,2024-04-02 16:26:57,2023-09-08 21:29:57,,,desktop,0
11096,2024-04-02 16:32:43,2023-09-19 21:47:32,,,android,0
28611,2024-04-02 16:36:33,2023-10-28 07:41:13,,,desktop,651
07135,2024-04-02 16:41:27,2023-07-17 23:31:30,,,desktop,0
46972,2024-04-02 16:45:55,2023-11-11 15:12:18,,,desktop,563
00267,2024-04-02 16:54:46,2023-06-02 16:18:38,,,desktop,564
99924,2024-04-02 16:58:16,2024-02-19 08:53:29,,,desktop,0
18898,2024-04-02 17:18:29,2023-12-27 16:27:16,,,ios,683
54668,2024-04-02 17:21:23,2023-09-06 08:55:27,,,desktop,0
03671,2024-04-02 17:22:20,2023-07-18 06:20:58,,,android,0
38196,2024-04-02 17:51:14,2024-03-28 14:05:02,,,desktop,0
82304,2024-04-02 18:13:11,2023-11-26 22:16:33,,,ios,0
31283,2024-04-02 18:13:34,2023-06-08 00:52:37,,,ios,0
89744,2024-04-02 18:15:14,2023-11-05 08:04:52,,,ios,0
42876,2024-04-02 18:23:56,2023-11-29 11:12:15,,,android,520
07938,2024-04-02 18:32:18,2024-01-16 08:06:44,,,android,529
08375,2024-04-02 18:36:27,2023-11-27 23:22:33,,,android,0
73894,2024-04-02 18:42:38,2023-12-25 08:01:45,,,desktop,370
67592,2024-04-02 18:50:41,2023-10-08 20:00:50,,,android,0
97033,2024-04-02 18:53:34,2024-03-06 03:16:21,,,android,0
39156,2024-04-02 19:02:37,2024-03-12 17:46:32,,,desktop,448
83950,2024-04-02 19:02:53,2023-07-29 03:56:24,,,desktop,0
99274,2024-04-02 19:37:28,2023-07-15 06:55:20,,,android,0
29349,2024-04-02 19:46:46,2024-01-03 17:06:24,,,ios,585
63471,2024-04-02 19:50:24,2023-10-17 07:18:15,,,ios,0
82705,2024-04-02 19:58:22,2024-02-23 09:32:10,,,desktop,0
38431,2024-04-02 20:10:35,2024-03-22 10:08:52,,,ios,572
00720,2024-04-02 20:19:00,2023-07-12 17:28:41,,,desktop,0
50004,2024-04-02 20:19:30,2023-12-07 07:12:32,,,android,0
31494,2024-04-02 20:20:47,2023-07-09 10:52:38,,,desktop,0
48264,2024-04-02 20:35:49,2023-09-07 11:45:55,,,android,471
09187,2024-04-02 20:36:37,2023-06-15 17:39:33,,,ios,0
08922,2024-04-02 20:37:16,2023-12-17 12:28:03,,,desktop,0
38737,2024-04-02 20:45:24,2023-06-17 03:27:03,,,ios,0
01379,2024-04-02 20:45:54,2023-10-14 13:16:52,,,desktop,0
32905,2024-04-02 20:48:57,2024-01-03 10:54:04,,,desktop,0
10886,2024-04-02 20:49:23,2024-02-14 03:50:38,,,ios,566
78937,2024-04-02 20:50:32,2024-04-02 20:50:32,,,desktop,0
00321,2024-04-02 20:51:51,2024-01-04 18:39:38,,,android,465
95239,2024-04-02 20:55:31,2023-10-04 15:30:13,,,desktop,0
80012,2024-04-02 20:58:58,2023-06-30 11:42:51,,,desktop,0
55751,2024-04-02 21:14:44,2023-10-16 05:02:39,,,ios,519
00839,2024-04-02 21:14:49,2024-03-29 00:58:53,,,desktop,0
90779,2024-04-02 21:18:03,2023-08-23 15:37:59,,,desktop,656
42476,2024-04-02 21:50:32,2023-06-12 10:30:19,,,desktop,0
86804,2024-04-02 21:59:56,2024-03-31 08:25:41,,,ios,0
08913,2024-04-02 22:03:14,2024-03-25 22:02:06,,,desktop,479
44733,2024-04-02 22:03:45,2023-07-12 23:13:18,,,android,0
79400,2024-04-02 22:06:31,2024-02-28 19:18:20,,,android,0
30906,2024-04-02 22:07:55,2024-02-06 09:10:53,,,android,0
32395,2024-04-02 22:10:27,2024-03-31 11:20:12,,,android,554
70570,2024-04-02 22:16:39,2023-10-14 10:16:39,,,desktop,515
18773,2024-04-02 22:18:31,2024-03-18 11:06:33,,,ios,553
46210,2024-04-02 22:18:49,2023-06-15 21:23:41,,,desktop,0
12817,2024-04-02 22:19:23,2024-03-17 11:44:07,,,desktop,0
51350,2024-04-02 22:20:39,2023-07-17 13:07:22,,,desktop,0
48792,2024-04-02 22:28:51,2023-06-13 05:26:01,,,ios,570
11511,2024-04-02 22:30:38,2024-03-15 16:06:13,,,desktop,521
67364,2024-04-02 22:38:03,2023-06-21 14:30:16,,,desktop,0
09187,2024-04-02 22:38:50,2023-06-15 17:39:33,,,android,470
21679,2024-04-02 22:56:37,2024-01-03 15:13:58,,,android,523
67736,2024-04-02 23:04:24,2024-03-29 20:20:27,,,desktop,542
12085,2024-04-02 23:07:03,2023-09-24 21:39:49,,,android,0
77306,2024-04-02 23:38:26,2023-12-25 09:17:39,,,android,0
79126,2024-04-02 23:44:49,2024-03-01 05:28:08,,,desktop,0
29502,2024-04-02 23:45:55,2023-08-03 09:53:19,,,desktop,0
53721,2024-04-02 23:48:42,2023-09-25 20:29:23,,,android,0
70680,2024-04-02 23:53:28,2024-02-27 13:19:21,,,desktop,0
65381,2024-04-02 23:57:31,2023-08-19 03:04:52,,,desktop,347
75484,2024-04-03 00:04:34,2023-08-09 17:39:01,,,android,554
92499,2024-04-03 00:10:28,2023-06-02 02:09:45,,,desktop,0
55415,2024-04-03 00:16:02,2023-10-28 04:56:15,,,desktop,0
62632,2024-04-03 00:24:30,2024-03-02 20:05:16,,,desktop,0
04884,2024-04-03 00:56:04,2023-07-01 08:31:48,,,desktop,0
05002,2024-04-03 00:56:57,2024-03-20 03:23:29,,,android,377
10323,2024-04-03 01:14:06,2023-10-16 17:07:29,,,android,458
69908,2024-04-03 01:14:56,2023-09-19 08:41:43,,,ios,574
29349,2024-04-03 01:16:52,2024-01-03 17:06:24,,,desktop,588
91360,2024-04-03 01:30:41,2024-03-03 16:50:59,,,android,538
30148,2024-04-03 02:04:59,2023-09-11 10:35:55,,,desktop,627
39789,2024-04-03 02:36:21,2023-07-14 01:22:18,,,ios,0
63393,2024-04-03 02:45:43,2024-01-10 06:40:02,,,ios,0
15519,2024-04-03 02:47:36,2024-03-21 05:00:27,,,desktop,0
52968,2024-04-03 03:01:44,2023-06-25 17:28:42,,,android,0
82705,2024-04-03 03:06:10,2024-02-23 09:32:10,,,ios,0
80012,2024-04-03 03:20:08,2023-06-30 11:42:51,,,desktop,0
79194,2024-04-03 03:23:01,2023-07-19 16:49:38,,,desktop,0
61037,2024-04-03 03:34:45,2023-06-22 08:38:50,,,android,0
49656,2024-04-03 03:51:25,2023-07-20 01:03:55,,,desktop,0
12262,2024-04-03 03:56:52,2023-07-08 19:57:41,,,ios,0
13037,2024-04-03 04:01:27,2023-06-07 14:50:54,,,android,592
19534,2024-04-03 04:05:44,2023-06-18 08:47:04,,,desktop,0
42750,2024-04-03 04:20:00,2024-03-11 22:08:39,,,desktop,0
25233,2024-04-03 04:33:36,2023-08-27 10:01:43,,,ios,670
86528,2024-04-03 04:47:27,2023-08-10 00:44:53,,,android,421
40082,2024-04-03 04:59:02,2023-10-11 14:57:59,,,ios,598
02395,2024-04-03 05:02:31,2023-06-12 07:30:59,,,desktop,0
01290,2024-04-03 05:31:29,2024-04-03 05:31:29,,,desktop,0
93476,2024-04-03 05:57:10,2024-03-16 08:03:42,,,desktop,0
77754,2024-04-03 06:54:28,2023-10-26 02:48:11,,,desktop,0
03938,2024-04-03 07:17:22,2023-06-07 19:15:52,,,desktop,638
